Country,Birth Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,labels,Development_Level
Australia,0.01329583275696446,11.484372449063681,2.2553322081435003,10.873006206198845,26.239006144556786,0.08278450763261834,7.195187320178709,0.004604766386748266,0.43577045760349326,0.0791665843445819,4.435385102813694,4.377207348237933,0.6131044728864088,0.17936848281121479,0.514618422004687,0.1226259904512878,16.84971294129374,0.631967116052237,22.695052566554256,22.230560275933318,1,Highly Developed
Austria,0.009340853461149053,10.992105188856065,3.2756922999118614,10.384806726536313,26.190035326718707,0.1008194513840672,7.195187320178709,0.003992021269537453,0.46518434280978666,0.11332868530700319,4.4262275296596725,4.354734492385874,0.7672551527136672,0.1462292783152043,0.5165935725055651,0.15377698363790787,15.924834094612184,0.5057512323297598,22.695052566554256,22.230560275933318,1,Highly Developed
Azerbaijan,0.016478859317085513,10.379936710811714,3.42024557663285,9.42973536776528,24.101587620226063,0.05492515273694791,5.177886597969212,0.04232240680011364,0.18232155679395465,0.1692882733943211,4.2915126271330495,4.208131018193999,0.4105802087749348,0.22915620824049415,0.5198920911642302,0.05884929119308221,15.965158757271457,0.4227003398990983,20.076414872665467,20.19249911645933,2,Developing
"Bahamas, The",0.0156461882875588,7.952966790923131,3.3404124905930335,9.232410411665969,22.74137887947139,0.06283033224406119,7.153954080626377,0.012156577706466793,0.2741291060470774,0.05456102645393112,4.355722146787147,4.273455843385807,0.5306282510621704,0.22412768228304678,0.5219937961458384,0.06167384494494418,12.72216590934862,0.6006522649471692,21.42331224046319,19.85466576629184,3,Emerging
Bahrain,0.018142124235194314,9.802893437300426,2.980228087018026,9.034474853125309,23.646727158098717,0.037962525517368596,6.452534155805308,0.008654747087750426,0.325422400434628,0.0791665843445819,4.3497815352570255,4.329720681971945,0.6658550382719378,0.22412768228304678,0.5462521658985684,0.021761491781512692,13.794100214369173,0.633682942929605,21.161471139499696,20.247089350203503,3,Emerging
Bangladesh,0.022889862909622423,10.5078812801323,3.667498659088986,10.089606377751542,25.0020269994334,0.03283944938313604,2.8643962714929043,0.04761731547905679,0.015267472130788436,0.13889199886661863,4.240773195955449,4.2251478780523675,0.18232155679395465,0.29106097291731686,0.4815235577956385,0.042838421702279056,17.760591909837135,0.24379046764860124,18.14725554527004,20.128222135909514,2,Developing
Barbados,0.012916225266546327,7.8752946888639315,3.2814894175961875,9.22325659724273,22.091353143575393,0.06830545578372675,6.718362626970468,0.014357967747947885,0.39515573844930313,0.08878544342840332,4.350774091169777,4.287293211590342,0.5835040031101182,0.18526593580135212,0.5235899656786607,0.1030424463946878,12.524498683957576,0.2835002639430154,20.652348038123368,19.4016061499374,3,Emerging
Belarus,0.0101026421778095,10.828689232946973,3.528620412583599,10.164860201254836,24.335522687922694,0.059356850207712676,5.42799518985657,0.006975613736425242,0.17589066646366422,0.14523190464962746,4.341805421187017,4.175570002144687,0.4407332469456224,0.14735843389331454,0.5303567209885466,0.13224210030579742,16.083775016784873,0.5468756350793076,19.987371735543974,20.235380198007615,2,Developing
Belgium,0.011396352643245075,11.443545705464945,3.0297620221403023,10.873006206198845,26.229057519322083,0.09264930014457513,7.195187320178709,0.0041452427514889435,0.46518434280978666,0.08497725829016513,4.420692460177672,4.3497815352570255,0.653926467406664,0.15772669583599302,0.5052408270104641,0.15871169115482087,16.177255968625346,0.6801788385507297,22.688698462154473,22.230560275933318,1,Highly Developed
Belize,0.025967596825786938,7.524270594990628,3.6536507622301926,9.216414196593712,20.89751755920349,0.04783732941416013,5.334575114570661,0.017688780819798765,0.11607217125275403,0.1331851788532969,4.336787849195037,4.250690632612795,0.325422400434628,0.31761421798681627,0.4609240730044411,0.03966440169121147,12.542419874338236,0.37880517699974126,19.176802728368536,17.597950432925824,3,Emerging
Benin,0.03899879504015396,8.341905301825967,3.421502647822901,8.224081017999966,22.324341578931335,0.043943272107454766,3.2756922999118614,0.07045846364856141,0.0,0.11332868530700319,4.093061688409211,4.041700828736679,0.2504593619611727,0.3664577055358967,0.4245133030788589,0.028138825170991724,15.95118160194425,0.3394348766331488,18.756603386167644,18.700640777868376,0,Under Developed
Bermuda,0.012688391584148225,7.545796237158577,3.332204510175204,9.579003173560242,22.327020987075876,0.05921185963184608,5.2390980068880655,0.020782539182528502,0.5215372793609184,0.11332868530700319,4.413264385169161,4.346797942790138,0.6089291014759282,0.262364264467491,0.4959150110302365,0.050693114315518116,11.068184042163045,0.6931471805599453,19.880904492173475,19.73626372751078,3,Emerging
Bhutan,0.02281467776617134,7.498017509619913,3.801521090269901,9.21773603345148,20.761025230525288,0.049083161534551834,4.2809305178025125,0.04276472158801052,0.06693948267510934,0.13553899143338344,4.183810190030142,4.1791098288498105,0.3198513553851726,0.2901405862899882,0.4832804850502082,0.0410681180755217,13.399321577204306,0.27249033709786086,17.426428497635523,19.306353655604873,0,Under Developed
Bolivia,0.02791443383155585,9.415188344441404,3.8419306286077775,8.675668572163111,23.3516595286687,0.05383237588249109,4.366522448137917,0.04202742154723714,0.10919929196499198,0.14058100484520625,4.222895624848043,4.1588830833596715,0.325422400434628,0.32001893910759927,0.4561094740384631,0.04386965337881695,16.067332515606772,0.49848829244646725,19.523642537487436,19.527973202756268,0,Under Developed
